Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,Type_h,Type_t,Type_u,RegN_Eastern Metropolitan,RegN_Eastern Victoria,RegN_Northern Metropolitan,RegN_Northern Victoria,RegN_South-Eastern Metropolitan,RegN_Southern Metropolitan,RegN_Western Metropolitan,RegN_Western Victoria
4,1700000.0,10.7,3187.0,4.0,3.0,4.0,708.0,275.0,1950.0,-37.9299,145.015,6938.0,1,0,0,0,0,0,0,0,1,0,0
3,880000.0,10.7,3187.0,3.0,2.0,2.0,304.0,34.0,1990.0,-37.9308,145.0316,6938.0,0,0,1,0,0,0,0,0,1,0,0
4,1920000.0,10.7,3187.0,4.0,1.0,1.0,1000.0,203.0,1960.0,-37.931,145.0163,6938.0,1,0,0,0,0,0,0,0,1,0,0
3,1301000.0,10.7,3187.0,3.0,2.0,2.0,401.0,121.0,1926.0,-37.9062,145.0173,6938.0,1,0,0,0,0,0,0,0,1,0,0
5,1915000.0,10.7,3187.0,5.0,2.0,0.0,645.0,238.0,1970.0,-37.9175,145.0116,6938.0,1,0,0,0,0,0,0,0,1,0,0
4,1650000.0,10.7,3187.0,5.0,3.0,2.0,598.0,212.0,1948.0,-37.9075,145.0248,6938.0,1,0,0,0,0,0,0,0,1,0,0
4,1530000.0,10.7,3187.0,2.0,2.0,1.0,603.0,177.0,1920.0,-37.9187,145.0071,6938.0,1,0,0,0,0,0,0,0,1,0,0
4,2050000.0,10.7,3187.0,4.0,2.0,4.0,678.0,233.0,1940.0,-37.9255,145.0118,6938.0,1,0,0,0,0,0,0,0,1,0,0
2,905000.0,10.7,3187.0,2.0,1.0,2.0,189.0,93.0,1980.0,-37.9172,145.0072,6938.0,0,0,1,0,0,0,0,0,1,0,0
3,1355000.0,10.7,3187.0,3.0,1.0,2.0,759.0,151.0,1930.0,-37.9057,145.0166,6938.0,1,0,0,0,0,0,0,0,1,0,0
2,1845000.0,10.7,3187.0,2.0,1.0,2.0,604.0,145.0,1950.0,-37.9268,145.0094,6938.0,1,0,0,0,0,0,0,0,1,0,0
5,2050000.0,10.7,3187.0,5.0,3.0,3.0,669.0,309.0,1970.0,-37.9289,145.0284,6938.0,1,0,0,0,0,0,0,0,1,0,0
3,1710000.0,10.7,3187.0,4.0,3.0,2.0,435.0,228.0,1915.0,-37.91,145.0113,6938.0,1,0,0,0,0,0,0,0,1,0,0
3,1300000.0,10.7,3187.0,3.0,2.0,2.0,337.0,222.0,2000.0,-37.9196,145.0205,6938.0,0,1,0,0,0,0,0,0,1,0,0
1,681000.0,10.7,3187.0,2.0,1.0,1.0,166.0,60.0,2012.0,-37.9159,145.019,6938.0,0,1,0,0,0,0,0,0,1,0,0
2,1310000.0,10.7,3187.0,4.0,3.0,2.0,302.0,250.0,2018.0,-37.9182,145.0231,6938.0,1,0,0,0,0,0,0,0,1,0,0
1,340000.0,10.7,3187.0,1.0,1.0,1.0,0.0,57.0,1950.0,-37.9164,145.0228,6938.0,0,0,1,0,0,0,0,0,1,0,0
2,692000.0,10.7,3187.0,2.0,1.0,1.0,74.0,66.0,1960.0,-37.9207,145.0079,6938.0,0,0,1,0,0,0,0,0,1,0,0
4,1367000.0,10.7,3187.0,4.0,2.0,2.0,315.0,4.0,2000.0,-37.9078,145.0222,6938.0,0,1,0,0,0,0,0,0,1,0,0
2,903000.0,10.7,3187.0,2.0,1.0,1.0,171.0,101.0,1970.0,-37.9125,145.0114,6938.0,0,0,1,0,0,0,0,0,1,0,0
2,1813000.0,10.7,3187.0,2.0,1.0,2.0,660.0,117.0,1930.0,-37.9179,145.0127,6938.0,1,0,0,0,0,0,0,0,1,0,0
5,1655000.0,10.7,3187.0,5.0,2.0,2.0,679.0,288.0,1950.0,-37.9291,145.0283,6938.0,1,0,0,0,0,0,0,0,1,0,0
3,1230000.0,10.7,3187.0,3.0,2.0,2.0,297.0,193.0,1980.0,-37.9124,145.0132,6938.0,0,1,0,0,0,0,0,0,1,0,0
4,1389000.0,10.7,3187.0,4.0,1.0,2.0,656.0,150.0,1930.0,-37.9027,145.0225,6938.0,1,0,0,0,0,0,0,0,1,0,0
2,1014000.0,10.7,3187.0,2.0,1.0,1.0,267.0,131.0,1990.0,-37.9055,145.0173,6938.0,0,1,0,0,0,0,0,0,1,0,0
2,1026000.0,5.2,3056.0,2.0,1.0,0.0,225.0,108.0,1905.0,-37.7676,144.9665,11918.0,1,0,0,0,0,1,0,0,0,0,0
4,1802500.0,5.2,3056.0,4.0,3.0,1.0,238.0,93.0,1910.0,-37.7713,144.9643,11918.0,1,0,0,0,0,1,0,0,0,0,0
4,1500000.0,5.2,3056.0,4.0,3.0,1.0,365.0,209.0,1890.0,-37.7624,144.9671,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,410000.0,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,2000.0,-37.7695,144.9528,11918.0,0,0,1,0,0,1,0,0,0,0,0
1,272500.0,5.2,3056.0,1.0,1.0,1.0,0.0,40.0,1970.0,-37.762,144.9647,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,680000.0,5.2,3056.0,3.0,3.0,1.0,81.0,100.0,2016.0,-37.7575,144.9647,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,400000.0,5.2,3056.0,2.0,1.0,1.0,0.0,61.0,1970.0,-37.7608,144.968,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,950000.0,5.2,3056.0,3.0,1.0,0.0,170.0,96.0,1910.0,-37.7661,144.9691,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,845500.0,5.2,3056.0,2.0,1.0,1.0,179.0,90.0,1890.0,-37.7742,144.9542,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,605000.0,5.2,3056.0,2.0,1.0,1.0,0.0,78.0,2009.0,-37.7588,144.9646,11918.0,0,1,0,0,0,1,0,0,0,0,0
2,445000.0,5.2,3056.0,2.0,1.0,1.0,0.0,61.0,1975.0,-37.7643,144.9638,11918.0,0,0,1,0,0,1,0,0,0,0,0
2,659500.0,5.2,3056.0,2.0,1.0,1.0,100.0,85.0,1970.0,-37.7601,144.9581,11918.0,0,0,1,0,0,1,0,0,0,0,0
2,600000.0,5.2,3056.0,2.0,1.0,1.0,0.0,75.0,2011.0,-37.777,144.9703,11918.0,0,0,1,0,0,1,0,0,0,0,0
4,1115000.0,5.2,3056.0,4.0,1.0,0.0,264.0,139.0,1900.0,-37.7611,144.9677,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1125000.0,5.2,3056.0,3.0,1.0,1.0,278.0,91.0,1910.0,-37.7701,144.9633,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,855000.0,5.2,3056.0,3.0,1.0,1.0,229.0,97.0,1930.0,-37.7622,144.9586,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,940000.0,5.2,3056.0,3.0,2.0,1.0,186.0,140.0,2016.0,-37.7581,144.9514,11918.0,0,1,0,0,0,1,0,0,0,0,0
2,750000.0,5.2,3056.0,2.0,2.0,1.0,118.0,88.0,2013.0,-37.7723,144.9643,11918.0,0,1,0,0,0,1,0,0,0,0,0
2,1056000.0,5.2,3056.0,2.0,1.0,1.0,315.0,108.0,1910.0,-37.757,144.9697,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,880000.0,5.2,3056.0,3.0,2.0,1.0,122.0,152.0,2000.0,-37.7697,144.9649,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,1222500.0,5.2,3056.0,3.0,1.0,0.0,331.0,126.0,1890.0,-37.7619,144.959,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,955000.0,5.2,3056.0,3.0,2.0,2.0,327.0,110.0,2007.0,-37.7636,144.9559,11918.0,0,1,0,0,0,1,0,0,0,0,0
2,587000.0,5.2,3056.0,2.0,1.0,1.0,114.0,65.0,1970.0,-37.758,144.9667,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,1060000.0,5.2,3056.0,3.0,1.0,0.0,257.0,121.0,1935.0,-37.7704,144.9695,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,890000.0,5.2,3056.0,2.0,1.0,1.0,199.0,93.0,1900.0,-37.7676,144.9659,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,685000.0,5.2,3056.0,2.0,2.0,1.0,0.0,100.0,2002.0,-37.7617,144.9642,11918.0,0,1,0,0,0,1,0,0,0,0,0
3,976000.0,5.2,3056.0,3.0,2.0,1.0,240.0,162.0,2005.0,-37.756,144.9587,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,641000.0,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,-37.7703,144.9533,11918.0,0,1,0,0,0,1,0,0,0,0,0
2,770000.0,5.2,3056.0,2.0,1.0,0.0,152.0,87.0,1910.0,-37.7611,144.966,11918.0,1,0,0,0,0,1,0,0,0,0,0
1,279500.0,5.2,3056.0,1.0,1.0,1.0,0.0,51.0,1970.0,-37.7597,144.9548,11918.0,0,0,1,0,0,1,0,0,0,0,0
4,1800000.0,5.2,3056.0,4.0,2.0,3.0,271.0,180.0,1900.0,-37.7769,144.9691,11918.0,1,0,0,0,0,1,0,0,0,0,0
4,1350000.0,5.2,3056.0,4.0,1.0,1.0,370.0,151.0,1940.0,-37.7728,144.9639,11918.0,1,0,0,0,0,1,0,0,0,0,0
4,1320000.0,5.2,3056.0,4.0,2.0,1.0,281.0,156.0,1920.0,-37.7722,144.9681,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,825000.0,5.2,3056.0,3.0,1.0,1.0,210.0,130.0,1900.0,-37.7597,144.9545,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1261000.0,5.2,3056.0,2.0,1.0,1.0,216.0,100.0,1910.0,-37.7746,144.9697,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1045000.0,5.2,3056.0,3.0,1.0,2.0,222.0,105.0,1890.0,-37.7642,144.969,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1044000.0,5.2,3056.0,3.0,1.0,1.0,0.0,85.0,2000.0,-37.773,144.9624,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,1050000.0,5.2,3056.0,3.0,1.0,1.0,239.0,126.0,1910.0,-37.7776,144.963,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1691500.0,5.2,3056.0,3.0,2.0,3.0,470.0,152.0,1920.0,-37.7788,144.9688,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,1075000.0,5.2,3056.0,2.0,1.0,0.0,311.0,108.0,1930.0,-37.7572,144.9687,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,501000.0,5.2,3056.0,2.0,1.0,1.0,1140.0,80.0,2010.0,-37.7634,144.9616,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,1260000.0,5.2,3056.0,3.0,1.0,6.0,563.0,98.0,1960.0,-37.7757,144.9505,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1650000.0,5.2,3056.0,3.0,1.0,2.0,495.0,141.0,1920.0,-37.7702,144.9672,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,601000.0,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1970.0,-37.7778,144.9594,11918.0,0,0,1,0,0,1,0,0,0,0,0
2,1015000.0,5.2,3056.0,2.0,1.0,0.0,453.0,86.0,1920.0,-37.762,144.9547,11918.0,1,0,0,0,0,1,0,0,0,0,0
1,625000.0,5.2,3056.0,1.0,1.0,1.0,82.0,114.0,1930.0,-37.7661,144.9614,11918.0,0,1,0,0,0,1,0,0,0,0,0
3,1700000.0,5.2,3056.0,3.0,2.0,1.0,0.0,195.0,1945.0,-37.7763,144.9597,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,435000.0,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1973.0,-37.7597,144.9655,11918.0,0,0,1,0,0,1,0,0,0,0,0
2,860000.0,5.2,3056.0,2.0,1.0,1.0,298.0,88.0,1910.0,-37.7704,144.9504,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,491000.0,5.2,3056.0,2.0,1.0,1.0,1080.0,66.0,1960.0,-37.7598,144.9655,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,985000.0,5.2,3056.0,3.0,1.0,2.0,384.0,89.0,1940.0,-37.7626,144.9535,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1250000.0,5.2,3056.0,3.0,1.0,1.0,483.0,162.0,1890.0,-37.7602,144.9543,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,641000.0,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,-37.7703,144.9533,11918.0,0,1,0,0,0,1,0,0,0,0,0
3,860000.0,5.2,3056.0,3.0,1.0,1.0,184.0,104.0,1890.0,-37.7563,144.96,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,705000.0,5.2,3056.0,2.0,1.0,1.0,161.0,68.0,1910.0,-37.7646,144.9586,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,880000.0,5.2,3056.0,3.0,1.0,1.0,264.0,117.0,1915.0,-37.7603,144.9573,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,754000.0,5.2,3056.0,2.0,2.0,1.0,177.0,105.0,2000.0,-37.7625,144.9653,11918.0,0,1,0,0,0,1,0,0,0,0,0
2,590000.0,5.2,3056.0,2.0,1.0,1.0,0.0,74.0,2004.0,-37.7703,144.9533,11918.0,0,0,1,0,0,1,0,0,0,0,0
2,575000.0,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,1950.0,-37.7775,144.9607,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,1510000.0,5.2,3056.0,3.0,1.0,0.0,325.0,150.0,1920.0,-37.7621,144.9595,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,801000.0,5.2,3056.0,2.0,2.0,1.0,156.0,87.0,2007.0,-37.7744,144.9498,11918.0,0,1,0,0,0,1,0,0,0,0,0
1,370000.0,5.2,3056.0,1.0,1.0,1.0,540.0,45.0,1970.0,-37.7766,144.9574,11918.0,0,0,1,0,0,1,0,0,0,0,0
3,1170000.0,5.2,3056.0,3.0,1.0,0.0,285.0,104.0,1890.0,-37.7634,144.9593,11918.0,1,0,0,0,0,1,0,0,0,0,0
4,1790000.0,5.2,3056.0,3.0,1.0,1.0,416.0,129.0,1920.0,-37.7737,144.965,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,640000.0,5.2,3056.0,3.0,2.0,1.0,110.0,118.0,2000.0,-37.7776,144.9691,11918.0,0,1,0,0,0,1,0,0,0,0,0
4,1875000.0,5.2,3056.0,4.0,2.0,2.0,657.0,207.0,1958.0,-37.7725,144.964,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1053000.0,5.2,3056.0,3.0,1.0,1.0,343.0,1041.0,1925.0,-37.7589,144.9529,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,705000.0,5.2,3056.0,2.0,1.0,1.0,55.0,111.0,2012.0,-37.7611,144.9622,11918.0,0,1,0,0,0,1,0,0,0,0,0
4,1217000.0,5.2,3056.0,4.0,1.0,0.0,363.0,127.0,1920.0,-37.7621,144.9506,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1020000.0,5.2,3056.0,3.0,1.0,3.0,308.0,119.0,1943.0,-37.7649,144.9641,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1340000.0,5.2,3056.0,3.0,1.0,1.0,316.0,132.0,1910.0,-37.7741,144.9703,11918.0,1,0,0,0,0,1,0,0,0,0,0
4,1410000.0,5.2,3056.0,4.0,2.0,1.0,460.0,214.0,1916.0,-37.7554,144.9544,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1550000.0,5.2,3056.0,3.0,1.0,1.0,346.0,126.0,1900.0,-37.7738,144.9695,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,592500.0,5.2,3056.0,2.0,1.0,2.0,0.0,89.0,2002.0,-37.7706,144.9608,11918.0,0,0,1,0,0,1,0,0,0,0,0
1,370000.0,5.2,3056.0,1.0,1.0,1.0,0.0,54.0,1965.0,-37.7775,144.9607,11918.0,0,0,1,0,0,1,0,0,0,0,0
2,765000.0,5.2,3056.0,2.0,1.0,1.0,199.0,120.0,1880.0,-37.759,144.9597,11918.0,1,0,0,0,0,1,0,0,0,0,0
1,772000.0,5.2,3056.0,1.0,1.0,1.0,147.0,82.0,1890.0,-37.7643,144.9584,11918.0,1,0,0,0,0,1,0,0,0,0,0
3,1210000.0,5.2,3056.0,3.0,2.0,1.0,280.0,130.0,1890.0,-37.7719,144.9661,11918.0,1,0,0,0,0,1,0,0,0,0,0
4,1755000.0,5.2,3056.0,4.0,2.0,1.0,354.0,199.0,1910.0,-37.7745,144.9523,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,945000.0,5.2,3056.0,2.0,1.0,2.0,246.0,103.0,1910.0,-37.775,144.9536,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,755000.0,5.2,3056.0,2.0,1.0,1.0,159.0,157.0,1930.0,-37.7656,144.9562,11918.0,1,0,0,0,0,1,0,0,0,0,0
2,521500.0,5.9,3055.0,2.0,1.0,1.0,0.0,69.0,1960.0,-37.768,144.9408,7082.0,0,0,1,0,0,1,0,0,0,0,0
3,1190000.0,5.9,3055.0,3.0,1.0,1.0,0.0,119.0,1920.0,-37.7564,144.9422,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,471000.0,5.9,3055.0,2.0,1.0,1.0,564.0,60.0,1970.0,-37.7665,144.9425,7082.0,0,0,1,0,0,1,0,0,0,0,0
1,265000.0,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,2000.0,-37.7586,144.9452,7082.0,0,0,1,0,0,1,0,0,0,0,0
3,955000.0,5.9,3055.0,3.0,1.0,0.0,220.0,93.0,1930.0,-37.7659,144.9494,7082.0,1,0,0,0,0,1,0,0,0,0,0
5,1350000.0,5.9,3055.0,5.0,2.0,2.0,510.0,321.0,1997.0,-37.7581,144.9414,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,380000.0,5.9,3055.0,2.0,1.0,1.0,0.0,85.0,1970.0,-37.7607,144.9393,7082.0,0,1,0,0,0,1,0,0,0,0,0
1,300000.0,5.9,3055.0,1.0,1.0,0.0,0.0,37.0,1960.0,-37.7763,144.947,7082.0,0,0,1,0,0,1,0,0,0,0,0
3,810000.0,5.9,3055.0,3.0,1.0,2.0,349.0,95.0,1950.0,-37.7589,144.9368,7082.0,1,0,0,0,0,1,0,0,0,0,0
3,793000.0,5.9,3055.0,3.0,1.0,0.0,275.0,119.0,1935.0,-37.76300000000001,144.9439,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,400000.0,5.9,3055.0,2.0,1.0,1.0,73.0,64.0,1960.0,-37.7528,144.9368,7082.0,0,0,1,0,0,1,0,0,0,0,0
2,400500.0,5.9,3055.0,2.0,1.0,1.0,0.0,70.0,2013.0,-37.7582,144.94,7082.0,0,0,1,0,0,1,0,0,0,0,0
3,797500.0,5.9,3055.0,3.0,2.0,2.0,262.0,155.0,2010.0,-37.7519,144.9324,7082.0,0,1,0,0,0,1,0,0,0,0,0
3,1300000.0,5.9,3055.0,3.0,1.0,2.0,364.0,135.0,1900.0,-37.7618,144.9497,7082.0,1,0,0,0,0,1,0,0,0,0,0
3,1330000.0,5.9,3055.0,3.0,1.0,2.0,353.0,101.0,1930.0,-37.764,144.9428,7082.0,1,0,0,0,0,1,0,0,0,0,0
7,1205000.0,5.9,3055.0,7.0,3.0,1.0,447.0,287.0,1982.0,-37.7634,144.9403,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,380000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1970.0,-37.7676,144.9394,7082.0,0,0,1,0,0,1,0,0,0,0,0
3,1095000.0,5.9,3055.0,3.0,1.0,1.0,411.0,168.0,1935.0,-37.7728,144.9478,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,680000.0,5.9,3055.0,2.0,1.0,1.0,0.0,82.0,1970.0,-37.772,144.9406,7082.0,0,1,0,0,0,1,0,0,0,0,0
2,711000.0,5.9,3055.0,2.0,1.0,1.0,177.0,87.0,1910.0,-37.7619,144.9412,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,500000.0,5.9,3055.0,2.0,1.0,1.0,0.0,75.0,1970.0,-37.7595,144.9436,7082.0,0,0,1,0,0,1,0,0,0,0,0
2,385000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1970.0,-37.7688,144.9421,7082.0,0,0,1,0,0,1,0,0,0,0,0
1,320000.0,5.9,3055.0,1.0,1.0,1.0,0.0,43.0,1970.0,-37.7661,144.9422,7082.0,0,0,1,0,0,1,0,0,0,0,0
1,330000.0,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,1970.0,-37.7748,144.9483,7082.0,0,0,1,0,0,1,0,0,0,0,0
5,1200000.0,5.9,3055.0,5.0,2.0,3.0,553.0,193.0,1920.0,-37.7576,144.9348,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,537000.0,5.9,3055.0,2.0,1.0,1.0,501.0,66.0,1960.0,-37.7741,144.9449,7082.0,0,0,1,0,0,1,0,0,0,0,0
3,910000.0,5.9,3055.0,3.0,1.0,2.0,717.0,141.0,1950.0,-37.7525,144.9321,7082.0,1,0,0,0,0,1,0,0,0,0,0
1,285000.0,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,-37.7675,144.939,7082.0,0,0,1,0,0,1,0,0,0,0,0
4,921500.0,5.9,3055.0,3.0,1.0,1.0,575.0,165.0,1930.0,-37.7575,144.9402,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,1315000.0,5.9,3055.0,2.0,1.0,2.0,554.0,116.0,1930.0,-37.7715,144.9426,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,370000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1970.0,-37.7606,144.9443,7082.0,0,0,1,0,0,1,0,0,0,0,0
2,735000.0,5.9,3055.0,2.0,1.0,2.0,120.0,109.0,2004.0,-37.7659,144.9487,7082.0,0,1,0,0,0,1,0,0,0,0,0
4,1000000.0,5.9,3055.0,3.0,1.0,1.0,589.0,148.0,1935.0,-37.7628,144.9459,7082.0,1,0,0,0,0,1,0,0,0,0,0
1,252000.0,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,-37.7586,144.9433,7082.0,0,0,1,0,0,1,0,0,0,0,0
4,1700000.0,5.9,3055.0,4.0,2.0,2.0,621.0,184.0,1920.0,-37.7764,144.9479,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,820000.0,5.9,3055.0,3.0,1.0,1.0,206.0,98.0,1900.0,-37.7604,144.9488,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,370000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1970.0,-37.7686,144.9421,7082.0,0,0,1,0,0,1,0,0,0,0,0
2,484000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1950.0,-37.7543,144.9385,7082.0,0,0,1,0,0,1,0,0,0,0,0
3,815000.0,5.9,3055.0,3.0,1.0,2.0,157.0,123.0,1999.0,-37.7652,144.9454,7082.0,0,1,0,0,0,1,0,0,0,0,0
4,1150000.0,5.9,3055.0,4.0,1.0,2.0,519.0,169.0,1910.0,-37.7747,144.9474,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,497000.0,5.9,3055.0,2.0,1.0,1.0,0.0,84.0,1977.0,-37.7647,144.9412,7082.0,0,0,1,0,0,1,0,0,0,0,0
2,440000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1960.0,-37.7577,144.9354,7082.0,1,0,0,0,0,1,0,0,0,0,0
2,816000.0,5.9,3055.0,3.0,2.0,1.0,343.0,115.0,1930.0,-37.7552,144.9458,7082.0,1,0,0,0,0,1,0,0,0,0,0
4,970000.0,5.9,3055.0,4.0,3.0,2.0,499.0,150.0,1925.0,-37.7538,144.944,7082.0,1,0,0,0,0,1,0,0,0,0,0
3,851000.0,11.8,3105.0,3.0,1.0,2.0,385.0,140.0,2000.0,-37.7599,145.0849,4480.0,0,0,1,1,0,0,0,0,0,0,0
4,1300000.0,11.8,3105.0,4.0,1.0,2.0,717.0,180.0,1960.0,-37.7608,145.0862,4480.0,1,0,0,1,0,0,0,0,0,0,0
4,1235000.0,11.8,3105.0,4.0,2.0,2.0,556.0,214.0,1957.0,-37.7657,145.0957,4480.0,1,0,0,1,0,0,0,0,0,0,0
4,1303000.0,11.8,3105.0,4.0,2.0,2.0,670.0,197.0,1980.0,-37.7695,145.0869,4480.0,1,0,0,1,0,0,0,0,0,0,0
3,880000.0,11.8,3105.0,3.0,2.0,2.0,514.0,190.0,1960.0,-37.7683,145.0959,4480.0,1,0,0,1,0,0,0,0,0,0,0
3,975000.0,11.8,3105.0,3.0,2.0,2.0,632.0,226.0,2013.0,-37.7813,145.102,4480.0,0,1,0,1,0,0,0,0,0,0,0
3,990000.0,11.8,3105.0,3.0,2.0,1.0,585.0,180.0,1950.0,-37.7689,145.099,4480.0,1,0,0,1,0,0,0,0,0,0,0
4,1225000.0,11.8,3105.0,4.0,2.0,2.0,723.0,159.0,1970.0,-37.7724,145.1033,4480.0,1,0,0,1,0,0,0,0,0,0,0
5,1490000.0,11.8,3105.0,5.0,3.0,2.0,796.0,304.0,1975.0,-37.7697,145.0871,4480.0,1,0,0,1,0,0,0,0,0,0,0
3,905000.0,11.8,3105.0,3.0,3.0,2.0,401.0,165.0,1965.0,-37.7733,145.0901,4480.0,1,0,0,1,0,0,0,0,0,0,0
4,1085000.0,11.8,3105.0,4.0,2.0,1.0,1124.0,225.0,1960.0,-37.7679,145.0958,4480.0,1,0,0,1,0,0,0,0,0,0,0
3,787000.0,11.8,3105.0,3.0,1.0,2.0,306.0,100.0,1985.0,-37.7792,145.0903,4480.0,0,0,1,1,0,0,0,0,0,0,0
3,1075000.0,11.8,3105.0,3.0,1.0,1.0,604.0,96.0,1960.0,-37.7711,145.0928,4480.0,1,0,0,1,0,0,0,0,0,0,0
4,1302000.0,11.8,3105.0,4.0,2.0,2.0,475.0,245.0,1996.0,-37.765,145.0933,4480.0,1,0,0,1,0,0,0,0,0,0,0
3,1050000.0,11.8,3105.0,3.0,2.0,1.0,728.0,719.0,1965.0,-37.7765,145.1031,4480.0,1,0,0,1,0,0,0,0,0,0,0
4,1000000.0,11.8,3105.0,4.0,2.0,3.0,672.0,212.0,1970.0,-37.7689,145.0895,4480.0,1,0,0,1,0,0,0,0,0,0,0
4,1300000.0,11.8,3105.0,4.0,2.0,2.0,744.0,300.0,1985.0,-37.7791,145.086,4480.0,1,0,0,1,0,0,0,0,0,0,0
3,990000.0,11.8,3105.0,3.0,1.0,2.0,602.0,175.0,1975.0,-37.7674,145.0988,4480.0,1,0,0,1,0,0,0,0,0,0,0
4,1100000.0,11.8,3105.0,4.0,2.0,2.0,693.0,212.0,1975.0,-37.7743,145.0863,4480.0,1,0,0,1,0,0,0,0,0,0,0
2,903000.0,11.8,3105.0,2.0,1.0,1.0,591.0,140.0,1965.0,-37.7679,145.0978,4480.0,1,0,0,1,0,0,0,0,0,0,0
5,1590000.0,11.7,3125.0,4.0,3.0,2.0,661.0,253.0,1940.0,-37.848,145.09799999999996,5678.0,1,0,0,0,0,0,0,0,1,0,0
4,1890000.0,11.7,3125.0,4.0,2.0,2.0,1145.0,111.0,1960.0,-37.8538,145.127,5678.0,1,0,0,0,0,0,0,0,1,0,0
3,1022500.0,11.7,3125.0,3.0,2.0,2.0,265.0,130.0,2000.0,-37.8516,145.1056,5678.0,0,0,1,0,0,0,0,0,1,0,0
3,1755000.0,11.7,3125.0,3.0,1.0,1.0,931.0,145.0,1970.0,-37.854,145.1195,5678.0,1,0,0,0,0,0,0,0,1,0,0
